pageRefs,normalizedText,moneyValue,dateValue,mentionText,id,confidence
[9],,,,"01015IIDRA1JEXS2@PAYTM-PYTM0123456-23015
7629841-PAYMENT FROM PHONE",107,0.76456243
[],,,,14/01/24 UPI-UBER INDIA SYSTEMS 1.00,108,0.77705014
[9],,,,15/03/24 UPI-URBANCLAP 868.00,108,0.73277783
[1],,,,"ING-PAYTMQR9NRQEMXK
AT@PAYTM-PYTM0123456-323540595353-UPI",108,0.71609092
[1],,,,"19/12/24 UPI-AMIT KUMAR-7767984663@YBL-SBIN00104
0000202683707612 1,500.00",108,0.7446363
[1],,,,"21/07/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000456999627486 201.00",108,0.68529397
[8],,,,SINGH-PAYTMQR5APXJB@PAYTM,108,0.71698761
[2],,,,"22/12/22 UPI-KOMAL 1,500.00",108,0.76320601
[9],,,,"ESBANKLTD-YESBOYESUPI-233612426576-PAY T
O BHARATPE ME",108,0.743249
[3],,,,"30/08/22 UPI-MYNTRA-MYNLOGISTICS@YBL-YESBOYBLUPI-
0000224225006783 387.00",109,0.76336098
[5],,,,28/11/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101 180.00,109,0.73902744
[6],,,,ASAR-PAYTMQR28100505,110,0.72573429
[8],,,,"04/04/25 UPI-SHUBHAM KUMAR-8107190565@YBL-SBIN00
0000546456572018 5,000.00",110,0.74581563
[1],,,,"29/04/25 UPI-ROHIT 11,695.00",110,0.60407668
[],,,,"15/07/23 NWD-416021XXXXXX9659-TAAE6923-MUZAFFARPU
0000319611008183 15/07/23 4,000.00",110,0.71246004
[9],,,,"28/11/24 UPI-ANKIT KUMAR
0000350831282362 20,000.00",110,0.7239213
[5],,,,18/09/24 UPI-AJAY 20.00,110,0.71114981
[3],,,,319-PAYMENT FROM PHONE,110,0.73857343
[1],,,,"KMKBWD@PAYTM-PYTM0123456-336336054351-UP
I",112,0.72234827
[8],,,,"IB BILLPAY DR-HDFC97-361010XXXX8340
MB31215005627T43 33,000.00",112,0.76915044
[9],,,,"IB BILLPAY DR-HDFC97-361010XXXX8340
MB15174134063T23 98,000.00",112,0.73108381
[2],,,,"26/12/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000075916208856 15,000.00",112,0.74493575
[6],,,,PHA-PAYTMQR584G35@P,112,0.68266791
[1],,,,"KUMAR-PAYTMQR281005050101LOBV
JOZWLQKN@PAYTM-PYTM0123456-235298631470",112,0.76067919
[6],,,,"YESBOYBLUPI-268917560595-PAYMENT FROM PH
ONE",112,0.73813933
[5],,,,"KUMAR-DRPKPERIO@OKSBI-SBIN001
4259-228541586541-PAYMENT FROM PHONE",113,0.757034
[],,,,"17/11/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000 300.00",113,0.73757219
[2],,,,"31/12/23 UPI-KOMAL 1,000.00",114,0.72032028
[9],,,,"10/04/25 UPI-KOMAL 5,000.00",114,0.73771483
[1],,,,"ACH D- HDFC BANK LTD-420630315 7,764.00",114,0.60322106
[3],,,,"18/10/24 UPI-KOMAL 1,000.00",114,0.72041035
[9],,,,27/08/24 UPI-KOMAL 100.00,114,0.68117589
[9],,,,ESBOPTMUPI-427370327634-PAY BY WHATSAPP,114,0.71162736
[2],,,,879-PAYMENT FROM PHONE,114,0.75589699
[],,,,"HOTEL-PAYTMQR281005050101K6A
Y9G4ZY8P9@PAYTM-PYTM0123456-230898891928",114,0.73554152
[7],,,,"25/01/24 UPI-SUMIT DILIP
0000402537877710 25/01/24 110.00",115,0.76570308
[6],,,,HDFCBANK-PUNB0100600-406363940444-UPI,115,0.7272054
[9],,,,YADAV-PAYTMQR2810050501011R4DCG,115,0.71203095
[9],,,,"YESBOYBLUPI-266797854481-PAYMENT FROM PH
ONE",115,0.75360835
[4],,,,30/12/24 UPI-COUNTRY 250.00,116,0.74005693
[6],,,,27/09/24 UPI-KOMAL 200.00,116,0.70750308
[8],,,,"11/01/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000301113612382 54.00",116,0.7535271
[8],,,,758-PAYMENT FROM PHONE,116,0.73497349
[7],,,,"MARKET-PAYTMQR1NMKJI9DB6@P
AYTM-PYTM0123456-407055242750-UPI",117,0.72552556
[1],,,,"10/05/25 UPI-ROHIT 7,100.00",117,0.59768116
[9],,,,"12/11/23 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000331603589973 300.00",117,0.71096355
[],,,,"02/08/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000221417009259 02/08/22 2,000.00",117,0.74943691
[4],,,,"27/11/23 UPI-MALKAR ENTERPRISES-GPAY-11204641131@
0000333171358646 530.00",117,0.73337936
[9],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-400757071
258-UPI",118,0.7203778
[1],,,,"28/02/25 UPI-SAURABH KUMAR-7875226959@YBL-SBIN00
0000055305759527 40,000.00",118,0.73338741
[6],,,,"07/11/24 UPI-MR SURAJ SANJAY PAT-9405954250-1@OK
0000331328894277 07/11 27.00",118,0.719239
[1],,,,"20/07/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000456833852809 368.00",118,0.67486399
[9],,,,"YESBOYBLUPI-270172705319-PAYMENT FROM PH
ONE",118,0.72829747
[],,,,"1IHOKE450OJK@PAYTM-PYTM0123456-404902469
995-UPI",119,0.72265035
[3],,,,"31/12/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000 164.00",120,0.70339572
[9],,,,"03/02/24 UPI-DILIP KUSHWAH SO
0000403411279182 40.00",120,0.74879533
[9],,,,"27/01/25 UPI-DNYANESHWAR BALU
0000494705193479 330.00",120,0.73913795
[5],,,,SINGH-PAYTMQR167LUN@PAYTM-YESBOP,120,0.70565885
[8],,,,"11/01/23 UPI-KOMAL
0000 2,000.00",120,0.75129122
[1],,,,"7PQV@PAYTM-PYTM0123456-230804043606-PAYM
ENT FROM PHONE",120,0.72519296
[1],,,,"MARKET-PAYTMQR1NMKJI9DB6@P
AYTM-PYTM0123456-405203618580-UPI",121,0.72072268
[3],,,,"30/05/25 UPI-ROHIT 11,700.00",121,0.59764814
[],,,,"15/07/23 NWD-416021XXXXXX9659-TAAE6923-MUZAFFARPU
0000319611008184 15/07/23 3,800.00",121,0.70538372
[6],,,,"01014GLPTI91D849@PAYTM-PYTM0123456-33365
7924154-UPI",121,0.73280966
[9],,,,"11/04/25 UPI-KOMAL 5,000.00",122,0.73011535
[8],,,,"10/11/24 UPI-ANIL BHAVLAL PATIL-AMZN0026735659@AP
0000054601063787 130.00",122,0.71855044
[3],,,,MUPI-421848716209-PAY BY WHATSAPP,122,0.67212349
[9],,,,"UPI-MAX LIFE INSURANCE C-PAYTM-65817519@
0000427480346422 1,592.88",122,0.70587331
[1],,,,"04/11/22 UPI-VIJAY SAHU-PAYTMQR28100505010114LK8I
0000230820637166 21.00",122,0.72239971
[4],,,,"30/09/22 UPI-KOMAL 23,000.00",122,0.74734068
[2],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-405508129
517-UPI",123,0.72040778
[4],,,,"28/11/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000333224537459 120.00",123,0.72843039
[],,,,"28/12/23 UPI-SURAJ YOGESH MISAL-SURAJMISAL56586-1
0000336288911941 288.89",124,0.7020458
[3],,,,"BILLDESK-NSDL.BILLDESK@HDFCBANK
-HDFC0000240-401603954416-PAY",124,0.7472536
[5],,,,"UPI-JIO PREPAID RECHARGE-PAYTM-JIOMOBILI
0000537045145946 69.00",124,0.73064977
[9],,,,26/08/24 UPI-SURESH KUMAR 45.00,124,0.67304897
[5],,,,ZGSAZKCO75TF@PAYTM-PYTM0123456-236287951,124,0.74774098
[4],,,,"MARKET-PAYTMQR1NMKJI9DB6@P
AYTM-PYTM0123456-405943890723-UPI",125,0.71982664
[],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-103661001527-UPI",125,0.59637046
[],,,,"PATI-PAYTMQR10FTOCHD
SO@PAYTM-YESBOPTMUPI-424321995802-PAY BY
WHATSAPP",125,0.69944441
[],,,,14/01/24 UPI-UBER INDIA SYSTEMS 1.00,126,0.7411617
[5],,,,"21/03/25 UPI-KOMAL 1,800.00",126,0.72456676
[6],,,,"KUMAR-PAYTMQR1V90W2FR4N@PAYTM
-PYTM0123456-330931513937-UPI",126,0.70524091
[1],,,,MARKET-PAYTMQR1NMKJI9DB6@P,126,0.71746635
[1],,,,18/12/22 UPI-MANJAY 46.00,126,0.7453928
[6],,,,01107F6HY6NWPA@PAYTM-PYTM0123456-2323857,126,0.72311163
[1],,,,"10/08/22 UPI-KOMAL 10/08/22 5,000.00",126,0.74099487
[6],,,,"@PAYTM-PYTM0123456-406462038489-OID23150
326714@ONE",127,0.71993041
[3],,,,"UPI-GOOGLE INDIA DIGITAL-GPAY-CREDITCARD 6,191.67",127,0.58934438
[1],,,,"18/12/24 POS 416021XXXXXX9659 PLAYSTATION NETW
0000435313102012 849.00",127,0.70966351
[1],,,,"6@OKBIZAXIS-UTIB0000553-424847888979-PAY
BY WHATSAPP",127,0.69690949
[4],,,,27/11/23 270.00,127,0.72581017
[8],,,,"06/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000400637879108 50.00",128,0.69988108
[],,,,"15/07/23 EAW-416021XXXXXX9659-CECN30928-OMUZAFFAR
0000000000007472 15/07/23 5,000.00",128,0.70185095
[],,,,"05/10/24 UPI-AVINASH BALU
0000427949758102 1,500.00",128,0.71517205
[3],,,,YESBOYBLUPI-422192780296-PAY BY WHATSAPP,128,0.67060053
[6],,,,"YESBOYBLUPI-268830529992-PAYMENT FROM PH
ONE",128,0.71559602
[8],,,,"11/03/24 NWD-416021XXXXXX9659-13547621-PUNE CITY
0000407112005002 10,000.00",129,0.71619028
[],,,,ESBOYBLUPI-424591248637-PAY BY WHATSAPP,129,0.69491565
[2],,,,TIWARI-PAYTMQRJF5TKMN8H9@PAY,130,0.73203123
[5],,,,17/03/25 IMPS P2P 505919387979#28/02/2025 280225 5.90,130,0.72284538
[1],,,,MUPI-625171709388-PAYMENT FROM PHONE,130,0.58340567
[8],,,,OPTMUPI-423653319793-PAY BY WHATSAPP,130,0.66938102
[9],,,,"20/01/23 UPI-AMIT KUMAR-7767984663@YBL-SBIN00104
0000338686354132 3,000.00",130,0.74576497
[2],,,,"YESBOYBLUPI-267682310045-PAYMENT FROM PH
ONE",130,0.71304905
[9],,,,"PUNJAB-PAYTM-74269913@PAYTM
-PYTM0123456-335523400554-UPI",130,0.72186893
[6],,,,"07/01/25 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000606296559550 15,000.00",131,0.70652866
[3],,,,SINGH-PAYTMQR167LUN@PAYTM-YESBOP,131,0.6945954
[8],,,,"26/10/22 UPI-RAJU DEKA-Q816913369@YBL-SBIN000794
0000229959898065 20.00",131,0.72835195
[6],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-400568572
084-UPI",132,0.69832593
[6],,,,"22/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000402204205118 66.00",132,0.73165959
[4],,,,"31/05/25 UPI-SHUBHAM 10,000.00",132,0.56260777
[6],,,,"03/11/24 UPI-KOMAL
0000 10,000.00",132,0.71387297
[7],,,,22/08/24 IMPS P2P 421710332742#04/08/2024 0408 4.14,132,0.66796064
[9],,,,"POS 416021XXXXXX9659 DMART AVENUE SUP
0000000000017777 18.00",132,0.71253264
[1],,,,"18/11/23 UPI-KOMAL RANI-7507438491@YBL-CITI000000
0000332240292186 18/11/23 2,000.00",132,0.71854842
[4],,,,"27/02/24 UPI-SHIVAM LAKE SIDE
0000405835762961 16,250.00",133,0.70018762
[9],,,,"13/11/23 UPI-SHUBHAM 1,000.00",133,0.70130908
[4],,,,"17/09/24 UPI-KOMAL RANI-KOMALRANI905@OKICICI-ICIC
0000426117036390 300.00",133,0.69168079
[6],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-400420366
289-UPI",134,0.69242853
[5],,,,"21/03/25 UPI-KOMAL 1,800.00",134,0.71584719
[4],,,,25/12/22 UPI-SANDIP DADARAO 15.00,134,0.74169707
[9],,,,"29/01/25 UPI-NATIONAL PENSION
0000 50,000.00",135,0.69324648
[6],,,,34663-PAYMENT FROM PHONE,135,0.7109251
[9],,,,"27/10/22 UPI-KOMAL 2,000.00",135,0.72807091
[4],,,,"03/01/24 UPI-TRENT HYPERMARKET
0000400394744146 1,755.57",136,0.69127208
[3],,,,"VE-PAYTMQR1JDUTFNC
72@PAYTM-PYTM0123456-401601477252-UPI",136,0.72928184
[3],,,,"24/05/25 UPI-ZEPTO-ZEPTONOW.BDPG@ICICI-ICIC0DC009
0000051172422685 862.00",136,0.55640149
[7],,,,"10/11/24 UPI-KOMAL 2,000.00",136,0.7136392
[1],,,,21/07/24 UPI-KOMAL 200.00,136,0.66413689
[],,,,MAIDA-PAYTMQRIRRCTS0B1F@P,137,0.6979683
[9],,,,"13/11/23 UPI-SHUBHAM 4,000.00",137,0.69962019
[4],,,,UPI-426128674477-PAY BY WHATSAPP,137,0.69225866
[3],,,,08/11/22 UPI-KOMAL,137,0.70761371
[1],,,,"FACTORY-PAYTMQR86S2D0E7E
E@PAYTM-PYTM0123456-332293675762-UPI",137,0.71920067
[7],,,,"UPI-GAIKWAD ENTERPRISES-Q390539945@YBL-Y
0000402490008299 70.00",138,0.72969615
[6],,,,"ALAM-PYARE.PURJAMAL.PUR.MU
ZFFAR.PUR@OKSBI-SBIN0010335-101872782482
-UPI",138,0.714472
[2],,,,"UPI-PHONEPE-BILLDESKPP@AXL-UTIB0AXLUPI-2
0000272165599049 151.00",138,0.7324754
[3],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-405535328
897-UPI",139,0.69074386
[4],,,,"01/01/25 UPI-AKASH SANJAY
0000646093239953 300.00",139,0.68966979
[3],,,,"ACH D- HDFC BANK LTD-395206993 64,542.00",139,0.68671596
[1],,,,"11/08/22 UPI-CRED-CRED.CCBP@YESBANK-YESB0000022-2 3,000.00",139,0.72639924
[9],,,,GUPTA-PAYTMQR1MSTPZ78U0@PA,139,0.71943021
[2],,,,"1IHOKE450OJK@PAYTM-PYTM0123456-336467854
938-UPI",140,0.68643624
[4],,,,"16/03/25 UPI-MR ABHISHEK KUMAR-BHARATPE.90067785
0000126668019584 100.00",140,0.7116003
[1],,,,"29/04/25 UPI-ROHIT 30,000.00",140,0.5499745
[2],,,,"ACH D- HDFC BANK LTD-398359943 64,542.00",140,0.70134151
[],,,,SURESHKUMA-PAYTMQRTAASFYKX,140,0.66196579
[2],,,,01011HIOP50QV2CC@PAYTM-PYTM0123456-23110,140,0.70568526
[2],,,,"ANSARI-PAYTMQR1V934TLLPU@PAYTM
-PYTM0123456-401690257322-UPI",141,0.72519058
[4],,,,"LERSPRIVATELI@ICICI-ICIC0DC0099-40577055
4720-UPI",141,0.67901087
[6],,,,05/11/23 UPI-KAILAS 300.00,141,0.69528449
[2],,,,"22/12/22 UPI-MR MAJID ANSARI-BHARATPE9072492823
0000235642344121 22/12/22 70.00",141,0.72829568
[4],,,,"27/11/23 UPI-KOMAL 1,000.00",141,0.71037316
[5],,,,04/01/24 UPI-UBER INDIA SYSTEMS 108.29,142,0.68585753
[9],,,,27/08/24 UPI-MR RAJESHKUMAR 27/08/24 10.00,142,0.66127723
[9],,,,"30/09/24 UPI-KOMAL RANI-KOMALRANI905@OKICICI-ICIC
0000427461790708 54,200.00",142,0.68709266
[2],,,,"08/11/22 UPI-KOMAL 10,000.00",142,0.7062555
[8],,,,"31/01/24 UPI-ROHIT 34,000.00",143,0.72222078
[8],,,,"11/03/24 NWD-416021XXXXXX9659-13547621-PUNE CITY
0000407112 10,000.00",143,0.67264915
[],,,,"SINGH-PAYTMQR167LUN@PAYTM-YESBOP
TMUPI-427939345982-PAY BY WHATSAPP",143,0.69335777
[6],,,,"ACH D- HDFC BANK LTD-407871426 64,542.00",143,0.68054396
[1],,,,"09/08/22 UPI-CRED-CRED.CCBP@YESBANK-YESB0000022-2
0000222117765945 100.00",143,0.72370476
[8],,,,"06/04/25 UPI-KOMAL 5,000.00",144,0.71056855
[],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-547984070630-UPI",144,0.5411061
[2],,,,MOHAMMED-PAYTMQR28100505010116,145,0.6895988
[],,,,05/10/24 UPI-JAY 20.00,145,0.68498176
[3],,,,415-PAYMENT FROM PHONE,145,0.72663909
[7],,,,"05/12/23 UPI-SANJEET SIYARAM RAY-9689491400@YBL-P
0000370537630392 05/12/23 6,000.00",145,0.7021479
[8],,,,"06/01/24 UPI-PAYTMUSER-7972901782@PAYTM-HDFC00001
0000 75.00",146,0.68676984
[1],,,,10/05/25 UPI-ROHIT 80.00,146,0.54114413
[7],,,,15/01/25 UPI-ROHIT 500.00,146,0.67751741
[6],,,,"YADAV-Q770419906@YBL-YESBØYBLUP
I-426599387229-PAY BY WHATSAPP",146,0.68407947
[3],,,,"10/11/22 UPI-HARISH SANJAY
0000231479837463 15.00",146,0.70213801
[2],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-401693225
355-UPI",147,0.71554863
[3],,,,"24/02/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000405535328897 30.00",147,0.67040497
[4],,,,29/10/23 UPI-IN KADHAI-PAYTMQR281005050101114B2B7 20.00,147,0.69032735
[8],,,,22/08/24 UPI-SURESH KUMAR 175.00,147,0.65540874
[],,,,"KUMAR-PAYTMQR281005050101LOBV
JOZWLQKN@PAYTM-PYTM0123456-234516275865-
PAYMENT FROM PHONE",147,0.72127116
[1],,,,"12/08/22 NWD-416021XXXXXX9659-05783029-SONITPUR 3,000.00",147,0.72283894
[5],,,,"21/03/25 UPI-KOMAL 2,000.00",148,0.70890993
[3],,,,11/09/24 UPI-JAY 15.00,148,0.68123794
[7],,,,"25/01/24 UPI-MAHADEV PAN
0000402547528315 25.00",149,0.71260566
[5],,,,"25/10/24 UPI-429916057139-429916057139-5020002133 13,527.00",149,0.68265581
[],,,,KUMAR-PAYTMQR281005050101LOBV,149,0.72076291
[6],,,,ANSARI-PAYTMQR28100505010,149,0.69997889
[3],,,,"KUMAR-PAYTMQR1MXYNKPAA9@PAY
TM-PYTM0123456-400115221830-UPI",150,0.67964149
[2],,,,"0@OKBIZAXIS-UTIB0000553-640910393901-PAY
MENT FROM PHONE",150,0.53795564
[4],,,,"31/12/24 UPI-SABIR YASIN SHAIKH-SABIRSHAIKH4444@
0000829784376795 320.00",150,0.67621148
[3],,,,"11/11/22 UPI-VAKESHWARPANSHOP-PAYTMQR281005050101
0000231583307497 10.00",150,0.70067245
[4],,,,28/02/24 UPI-SANADKUMAR BHUPAL 630.00,151,0.66829401
[2],,,,"27/08/23 UPI-FRUITION HOSPITALITY-88062118@IDFCBA
0000323931081534 150.00",151,0.68824846
[3],,,,"UPI-ARCHANA SANDEEP SING-Q767961656@YBL-
0000422192780296 15.00",151,0.65312594
[5],,,,ZGSAZKCO75TF@PAYTM-PYTM0123456-236235937,151,0.71671784
[],,,,"06/08/22 UPI-KOMAL 15,000.00",151,0.71708894
[4],,,,AUNDH-PAYTMQR28100505010118,151,0.69615477
[6],,,,"01011A4LJ86491AO@PAYTM-PYTM0123456-40056
8027727-UPI",152,0.67979181
[3],,,,09/03/25 UPI-ROHIT 900.00,152,0.7017957
[],,,,"29/04/25 NEFT CR-CITI0000005-GLOBANT INDIA PVT LT
CITIN52025042955446544 29/04/25 167,536.00",152,0.5364933
[1],,,,"UPI-SAMARATH BHEL VA PAV-GPAY-1124520647
0000424847888979 20.00",152,0.6778782
[3],,,,"UNB0450800-438253527252-PAYMENT FROM PHO
NE",153,0.70886338
[9],,,,"28/11/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000810667128059 15,000.00",153,0.68117464
[3],,,,PRAJAP-PAYTMQR28100505,153,0.71554321
[2],,,,"0101N8DZAAOD3RFL@PAYTM-PYTM0123456-33274
8460003-UPI",153,0.69287926
[4],,,,"03/01/24 UPI-BALAJI VEGETABLES AN-PAYTMQR28100505
0000400395047124 300.00",154,0.67843467
[8],,,,25/01/25 UPI-KUMAR 290.00,154,0.67670739
[9],,,,26/08/24 UPI-BABU 10.00,154,0.65400225
[],,,,"HOTEL-PAYTMQR281005050101K6A
Y9G4ZY8P9@PAYTM-PYTM0123456-230857531529",154,0.6964348
[6],,,,"AHMED-PAYTMQR10T4077CAJ@PAYTM-P
YTM0123456-402219213345-UPI",155,0.70726526
[6],,,,"02/03/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000406275224369 24.00",155,0.65998375
[7],,,,"UPI-RAJEESH KAYAKKAL CHA-Q152797423@YBL-|
0000331231884892 25.00",155,0.6854986
[1],,,,"MARKET-PAYTMQR1NMKJI9DB6@P
AYTM-YESB0PTMUPI-424978573949-PAY BY WHA
TSAPP",155,0.67345864
[1],,,,0960-PAYMENT FROM PHONE,155,0.70712703
[9],,,,"RATHO-PAYTMQR28100505
0101QCK4Z11E011A@PAYTM-PYTM0123456-23006",155,0.71601218
[1],,,,"19/11/23 UPI-AMIT 10,000.00",155,0.69044757
[3],,,,KICICI-INDB0001869-101238555288-UPI,156,0.70213139
[7],,,,OCXCCA0S8FD@PAYTM-PYTM0123456-2328770637,156,0.69538999
[5],,,,"19/01/24 UPI-ROHIT 40,000.00",157,0.69377738
[3],,,,"KUMAR-NSROHIT16-4@OKHDFCBANK-I
DFB0040101-105042767756-UPI",157,0.52927226
[],,,,"05/10/24 UPI-RAJKUMAR BALU
0000427954755594 1,500.00",157,0.67914551
[6],,,,27/09/24 UPI-BABU 10.00,157,0.67356968
[2],,,,"UPI-VAKESHWARPANSHOP-PAYTMQR281005050101
0000235625091879 36.00",157,0.70690042
[7],,,,"21/10/22 UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB000011
0000229434534275 7,000.00",157,0.70681804
[1],,,,"P-UBERRIDES@HDFCB
ANK-HDFC0000499-336406846419-UBERRIDE",158,0.67630535
[1],,,,"IMPS-505919387979-ROHIT KUMAR-DBSS-XXXXX
0000505919387979 10,000.00",158,0.69923145
[1],,,,"24/08/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000323652297099 175.00",158,0.68218505
[6],,,,"10/01/25 UPI-MAHALAXMI SUPER
0000632518660140 25.00",158,0.67569864
[6],,,,"18/08/24 UPI-BIERGARTEN WHITEFIEL-PAYTM-62851851@
0000423112432023 192.00",158,0.6527521
[9],,,,"01/12/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000233502862333 01/12/22 5,000.00",158,0.69291753
[5],,,,ANSARI-PAYTMQR28100505010,159,0.65871853
[],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-547906077562-UPI",159,0.52552897
[7],,,,"VE-PAYTMQRNTY4G74T
1E@PAYTM-PYTM0123456-333977610220-UPI",159,0.68824172
[8],,,,07/01/24 UPI-AJAY KUMAR 15.00,160,0.67487073
[3],,,,01011MCXUO4JMEYP@PAYTM-PYTM0123456-23565,160,0.70558184
[5],,,,"19/01/24 UPI-CAFE CHAI MASKA
0000401959357276 227.00",161,0.69312239
[6],,,,"PE-FDRL0001382-406577750082-PAY TO BHARA
TPE ME",161,0.65236545
[6],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-544763087921-UPI",161,0.69495821
[1],,,,"06/05/25 UPI-MAHARASHTRA NATURAL
0000512600846136 1,171.00",161,0.52636856
[3],,,,"KUMAR-SSSHUBHAM109@OKAXIS-S
BIN0001535-429051653359-UPI",161,0.67786062
[2],,,,06/09/24 IMPS P2P 424222372291#29/08/2024,161,0.669276
[6],,,,"14/10/22 UPI-MANPASAND
0000228714949504 180.00",161,0.70413566
[7],,,,"15/12/23 UPI-KOMAL 5,400.00",161,0.6874944
[9],,,,12/11/23 UPI-NEHA,162,0.68114185
[],,,,"16/12/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000407362532813 8,000.00",162,0.67348045
[8],,,,SINGH-PAYTMQR59KL9L@PAYTM-YESB,162,0.65281123
[9],,,,"HOTEL-PAYTMQR281005050101G7J
NMXT9VFWI@PAYTM-PYTM0123456-301256140449",162,0.70238131
[3],,,,"25/02/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000405669526321 38.00",163,0.64761358
[9],,,,"11/04/25 UPI-KOMAL 5,000.00",163,0.69477236
[6],,,,"@YESBANKLTD-YESBOYESUPI-819583357374-PAY
TO MR IMRAN S",163,0.6754021
[7],,,,"21/11/22 UPI-SURESHKUMAR CHOTMAL
0000232557106284 21/11/22 10.00",163,0.68307132
[5],,,,"03/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000400395163557 80.00",164,0.6709953
[],,,,"07/07/24 UPI-KOMAL
0000 2,400.00",164,0.6514771
[9],,,,30/09/24 UPI-AJEET 25.00,164,0.66962546
[6],,,,05/01/23 UPI-MAHADEV 20.00,164,0.69652349
[2],,,,"HOTEL-PAYTMQR1BSPENOTT@PAYT
M-PYTM0123456-401690199778-UPI",165,0.6907981
[1],,,,"KUMAR-NSROHIT 16-5@OKAXIS-UTIBO
005144-103950157458-UPI",165,0.51860631
[1],,,,"1IHOKE450OJK@PAYTM-PYTM0123456-323495830
169-UPI",165,0.67876101
[],,,,YESBOYBLUPI-427802462836-PAY BY WHATSAPP,165,0.67389083
[1],,,,"09/08/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000222154021773 09/08/22 3,000.00",165,0.70165211
[2],,,,"23/11/23 UPI-THE SPICE ROUTE REST-PAYTMQR28100505
0000332748460003 23/11/23 1,596.00",165,0.68323046
[2],,,,"UPI-GOOGLE INDIA DIGITAL-GPAY-CREDITCARD 55,298.22",166,0.6740272
[4],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-401735643
214-UPI",167,0.69102335
[5],,,,01/03/24 UPI-MD MANZOOR 270.00,167,0.64562392
[1],,,,"26/02/25 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000158484368140 800.00",167,0.69031519
[4],,,,"KUMAR-SSSHUBHAM109-1@OKHDFCB
ANK-HDFC0001387-105691593671-UPI",167,0.51778126
[7],,,,"4850@FBPE-FDRL0001382-331231839753-PAY T 4850@FBPE-FDRL0001382-331231839753-PAY T
O BHARATPE ME",167,0.67870325
[],,,,"05/10/24 UPI-ROYAL SWEETS AND
0000427939594610 80.00",167,0.6638692
[7],,,,"P-UBERRIDES@HDFCB
ANK-HDFC0000499-400635979724-UBERRIDE",168,0.67030954
[8],,,,23/08/24 UPI-MR RAJESHKUMAR 20.00,168,0.65048558
[1],,,,YESBOYBLUPI-424837542014-PAY BY WHATSAPP,168,0.66574574
[3],,,,01011MCXUO4JMEYP@PAYTM-PYTM0123456-23564,168,0.69486618
[],,,,0101VNMTIDUP1RS2@PAYTM-PYTM0123456-23078,168,0.68170887
[1],,,,"101BMXKRF1GZTJ3@PAYTM-PYTM0123456-401469
093363-PAYMENT FROM PHONE",169,0.68909061
[3],,,,"8087@HDFCBANK-HDFCOMERUPI-541949448310-P
AYMENT FROM PHONE",169,0.51390266
[1],,,,"22/12/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000710540186761 15,000.00",169,0.6722765
[7],,,,"KUMAR-NSROHIT16-3@OKHDFCBANK-D
BSSOIN0811-400623744706-UPI",170,0.67078608
[6],,,,"KUMAR-PAYTMQR1V90W2FR4N@PAYTM
-PYTM0123456-330929978100-UPI",170,0.67292178
[6],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-463754220410-UPI",170,0.65958977
